timestamp,value,plant_line
2024-09-23T14:48:00Z,1,Cream Packing Line 1
2024-09-23T14:54:00Z,1,Cream Packing Line 1
2024-09-23T15:00:00Z,1,Cream Packing Line 1
2024-09-23T15:06:00Z,1,Cream Packing Line 1
2024-09-23T15:12:00Z,1,Cream Packing Line 1
2024-09-23T15:18:00Z,1,Cream Packing Line 1
2024-09-23T15:24:00Z,1,Cream Packing Line 1
2024-09-23T15:30:00Z,1,Cream Packing Line 1
2024-09-23T15:36:00Z,1,Cream Packing Line 1
2024-09-23T15:42:00Z,1,Cream Packing Line 1
2024-09-23T15:48:00Z,1,Cream Packing Line 1
2024-09-23T15:54:00Z,1,Cream Packing Line 1
2024-09-23T16:00:00Z,1,Cream Packing Line 1
2024-09-23T16:06:00Z,1,Cream Packing Line 1
2024-09-23T16:12:00Z,1,Cream Packing Line 1
2024-09-23T16:18:00Z,1,Cream Packing Line 1
2024-09-23T16:24:00Z,1,Cream Packing Line 1
2024-09-23T16:30:00Z,1,Cream Packing Line 1
2024-09-23T16:36:00Z,1,Cream Packing Line 1
2024-09-23T16:42:00Z,1,Cream Packing Line 1
2024-09-23T16:48:00Z,1,Cream Packing Line 1
2024-09-23T16:54:00Z,1,Cream Packing Line 1
2024-09-23T17:00:00Z,1,Cream Packing Line 1
2024-09-23T17:06:00Z,1,Cream Packing Line 1
2024-09-23T17:12:00Z,1,Cream Packing Line 1
2024-09-23T17:18:00Z,1,Cream Packing Line 1
2024-09-23T17:24:00Z,1,Cream Packing Line 1
2024-09-23T17:30:00Z,1,Cream Packing Line 1
2024-09-23T17:36:00Z,1,Cream Packing Line 1
2024-09-23T17:42:00Z,1,Cream Packing Line 1
2024-09-23T17:48:00Z,1,Cream Packing Line 1
2024-09-23T17:54:00Z,1,Cream Packing Line 1
2024-09-23T18:00:00Z,1,Cream Packing Line 1
2024-09-23T18:06:00Z,1,Cream Packing Line 1
2024-09-23T18:12:00Z,1,Cream Packing Line 1
2024-09-23T18:18:00Z,1,Cream Packing Line 1
2024-09-23T18:24:00Z,1,Cream Packing Line 1
2024-09-23T18:30:00Z,1,Cream Packing Line 1
2024-09-23T18:36:00Z,1,Cream Packing Line 1
2024-09-23T18:42:00Z,1,Cream Packing Line 1
2024-09-23T18:48:00Z,1,Cream Packing Line 1
2024-09-23T18:54:00Z,1,Cream Packing Line 1
2024-09-23T19:00:00Z,1,Cream Packing Line 1
2024-09-23T19:06:00Z,1,Cream Packing Line 1
2024-09-23T19:12:00Z,1,Cream Packing Line 1
2024-09-23T19:18:00Z,1,Cream Packing Line 1
2024-09-23T19:24:00Z,1,Cream Packing Line 1
2024-09-23T19:30:00Z,1,Cream Packing Line 1
2024-09-23T19:36:00Z,1,Cream Packing Line 1
2024-09-23T19:42:00Z,1,Cream Packing Line 1
2024-09-23T19:48:00Z,1,Cream Packing Line 1
2024-09-23T19:54:00Z,1,Cream Packing Line 1
2024-09-23T20:00:00Z,1,Cream Packing Line 1
2024-09-23T20:06:00Z,1,Cream Packing Line 1
2024-09-23T20:12:00Z,1,Cream Packing Line 1
2024-09-23T20:18:00Z,1,Cream Packing Line 1
2024-09-23T20:24:00Z,1,Cream Packing Line 1
2024-09-23T20:30:00Z,1,Cream Packing Line 1
2024-09-23T20:36:00Z,1,Cream Packing Line 1
2024-09-23T20:42:00Z,1,Cream Packing Line 1
2024-09-23T20:48:00Z,1,Cream Packing Line 1
2024-09-23T20:54:00Z,1,Cream Packing Line 1
2024-09-23T21:00:00Z,1,Cream Packing Line 1
2024-09-23T21:06:00Z,1,Cream Packing Line 1
2024-09-23T21:12:00Z,1,Cream Packing Line 1
2024-09-23T21:18:00Z,1,Cream Packing Line 1
2024-09-23T21:24:00Z,1,Cream Packing Line 1
2024-09-23T21:30:00Z,1,Cream Packing Line 1
2024-09-23T21:36:00Z,1,Cream Packing Line 1
2024-09-23T21:42:00Z,1,Cream Packing Line 1
2024-09-23T21:48:00Z,1,Cream Packing Line 1
2024-09-23T21:54:00Z,1,Cream Packing Line 1
2024-09-23T22:00:00Z,1,Cream Packing Line 1
2024-09-23T22:06:00Z,1,Cream Packing Line 1
2024-09-23T22:12:00Z,1,Cream Packing Line 1
2024-09-23T22:18:00Z,1,Cream Packing Line 1
2024-09-23T22:24:00Z,1,Cream Packing Line 1
2024-09-23T22:30:00Z,1,Cream Packing Line 1
2024-09-23T22:36:00Z,1,Cream Packing Line 1
2024-09-23T22:42:00Z,1,Cream Packing Line 1
2024-09-23T22:48:00Z,1,Cream Packing Line 1
2024-09-23T22:54:00Z,1,Cream Packing Line 1
2024-09-23T23:00:00Z,1,Cream Packing Line 1
2024-09-23T23:06:00Z,1,Cream Packing Line 1
2024-09-23T23:12:00Z,1,Cream Packing Line 1
2024-09-23T23:18:00Z,1,Cream Packing Line 1
2024-09-23T23:24:00Z,1,Cream Packing Line 1
2024-09-23T23:30:00Z,1,Cream Packing Line 1
2024-09-23T23:36:00Z,1,Cream Packing Line 1
2024-09-23T23:42:00Z,1,Cream Packing Line 1
2024-09-23T23:48:00Z,1,Cream Packing Line 1
2024-09-23T23:54:00Z,1,Cream Packing Line 1
2024-09-24T00:00:00Z,1,Cream Packing Line 1
2024-09-24T00:06:00Z,1,Cream Packing Line 1
2024-09-24T00:12:00Z,1,Cream Packing Line 1
2024-09-24T00:18:00Z,1,Cream Packing Line 1
2024-09-24T00:24:00Z,1,Cream Packing Line 1
2024-09-24T00:30:00Z,1,Cream Packing Line 1
2024-09-24T00:36:00Z,1,Cream Packing Line 1
2024-09-24T00:42:00Z,1,Cream Packing Line 1
2024-09-24T00:48:00Z,1,Cream Packing Line 1
2024-09-24T00:54:00Z,1,Cream Packing Line 1
2024-09-24T01:00:00Z,1,Cream Packing Line 1
2024-09-24T01:06:00Z,1,Cream Packing Line 1
2024-09-24T01:12:00Z,1,Cream Packing Line 1
2024-09-24T01:18:00Z,1,Cream Packing Line 1
2024-09-24T01:24:00Z,1,Cream Packing Line 1
2024-09-24T01:30:00Z,1,Cream Packing Line 1
2024-09-24T01:36:00Z,1,Cream Packing Line 1
2024-09-24T01:42:00Z,1,Cream Packing Line 1
2024-09-24T01:48:00Z,1,Cream Packing Line 1
2024-09-24T01:54:00Z,1,Cream Packing Line 1
2024-09-24T02:00:00Z,1,Cream Packing Line 1
2024-09-24T02:06:00Z,1,Cream Packing Line 1
2024-09-24T02:12:00Z,1,Cream Packing Line 1
2024-09-24T02:18:00Z,1,Cream Packing Line 1
2024-09-24T02:24:00Z,1,Cream Packing Line 1
2024-09-24T02:30:00Z,1,Cream Packing Line 1
2024-09-24T02:36:00Z,1,Cream Packing Line 1
2024-09-24T02:42:00Z,1,Cream Packing Line 1
2024-09-24T02:48:00Z,1,Cream Packing Line 1
2024-09-24T02:54:00Z,1,Cream Packing Line 1
2024-09-24T03:00:00Z,1,Cream Packing Line 1
2024-09-24T03:06:00Z,1,Cream Packing Line 1
2024-09-24T03:12:00Z,1,Cream Packing Line 1
2024-09-24T03:18:00Z,1,Cream Packing Line 1
2024-09-24T03:24:00Z,1,Cream Packing Line 1
2024-09-24T03:30:00Z,1,Cream Packing Line 1
2024-09-24T03:36:00Z,1,Cream Packing Line 1
